2.067944, -0.023001, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
7.646465, 0.003033, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.573156, 0.045998, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.775330, 3.039654, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
9.685707, 8.438642, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
8.295400, 8.386510, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
0.733901, 8.446516, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-10.681280, 8.605698, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.039287, 8.440883, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.785694, 5.994593, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-13.569124, -0.101932, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-11.957672, 0.111687, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
-0.755619, -0.025383, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
